,TMC,TMC_HERE,lat_x,lon_x,label
0,112+04119,112P04119,29.55126,-95.151595,10
1,112P04119,112P04119,29.55126,-95.151595,10
2,112+04120,112P04120,29.565704999999998,-95.16493,10
3,112P04120,112P04120,29.565704999999998,-95.16493,10
4,112+04121,112P04121,29.58097,-95.179035,10
5,112P04121,112P04121,29.58097,-95.179035,10
6,112+04122,112P04122,29.5946,-95.192735,10
7,112P04122,112P04122,29.5946,-95.192735,10
8,112+04123,112P04123,29.606465000000004,-95.205425,10
9,112P04123,112P04123,29.606465000000004,-95.205425,10
10,112+04124,112P04124,29.61907,-95.21909000000001,10
11,112P04124,112P04124,29.61907,-95.21909000000001,10
12,112+04125,112P04125,29.63287,-95.23425999999999,3
13,112P04125,112P04125,29.63287,-95.23425999999999,3
14,112+04126,112P04126,29.64513,-95.245875,3
15,112P04126,112P04126,29.64513,-95.245875,3
16,112+04127,112P04127,29.65809,-95.254885,3
17,112P04127,112P04127,29.65809,-95.254885,3
18,112+04128,112P04128,29.66952,-95.26264499999999,3
19,112P04128,112P04128,29.66952,-95.26264499999999,3
20,112+04129,112P04129,29.678380000000004,-95.270425,3
21,112P04129,112P04129,29.678380000000004,-95.270425,3
22,112+04130,112P04130,29.685715,-95.27772,3
23,112P04130,112P04130,29.685715,-95.27772,3
24,112+04131,112P04131,29.69432,-95.286585,3
25,112P04131,112P04131,29.69432,-95.286585,3
26,112+04132,112P04132,29.702225,-95.295635,3
27,112P04132,112P04132,29.702225,-95.295635,3
28,112+04133,112P04133,29.7061,-95.30159,3
29,112P04133,112P04133,29.7061,-95.30159,3
30,112+04134,112P04134,29.71128,-95.309365,3
31,112P04134,112P04134,29.71128,-95.309365,3
32,112+04135,112P04135,29.71603,-95.31663,3
33,112P04135,112P04135,29.71603,-95.31663,3
34,112+04136,112P04136,29.719385,-95.322445,3
35,112P04136,112P04136,29.719385,-95.322445,3
36,112+04137,112P04137,29.72342,-95.32935,11
37,112P04137,112P04137,29.72342,-95.32935,11
38,112+04138,112P04138,29.728405,-95.337175,11
39,112P04138,112P04138,29.728405,-95.337175,11
40,112+04139,112P04139,29.732415000000003,-95.342915,11
41,112P04139,112P04139,29.732415000000003,-95.342915,11
42,112+04140,112P04140,29.735584999999997,-95.347305,11
43,112P04140,112P04140,29.735584999999997,-95.347305,11
44,112+04141,112P04141,29.741735,-95.35781999999999,11
45,112P04141,112P04141,29.741735,-95.35781999999999,11
46,112+04142,112P04142,29.754534999999997,-95.36865999999999,11
47,112P04142,112P04142,29.754534999999997,-95.36865999999999,11
48,112+04143,112P04143,29.768175,-95.36894000000001,11
49,112P04143,112P04143,29.768175,-95.36894000000001,11
50,112+04144,112P04144,29.77757,-95.36741,11
51,112P04144,112P04144,29.77757,-95.36741,11
52,112+04145,112P04145,29.785659999999996,-95.36996500000001,11
53,112P04145,112P04145,29.785659999999996,-95.36996500000001,11
54,112+04146,112P04146,29.793375,-95.371635,11
55,112P04146,112P04146,29.793375,-95.371635,11
56,112+04147,112P04147,29.801625,-95.37223,11
57,112P04147,112P04147,29.801625,-95.37223,11
58,112+04148,112P04148,29.81208,-95.37494,11
59,112P04148,112P04148,29.81208,-95.37494,11
60,112+04149,112P04149,29.82206,-95.37866,8
61,112P04149,112P04149,29.82206,-95.37866,8
62,112+04150,112P04150,29.828465,-95.3812,8
63,112P04150,112P04150,29.828465,-95.3812,8
64,112+04151,112P04151,29.83199,-95.383205,8
65,112P04151,112P04151,29.83199,-95.383205,8
66,112+04152,112P04152,29.851295,-95.396775,8
67,112P04152,112P04152,29.851295,-95.396775,8
68,112+04153,112P04153,29.862205000000003,-95.4036,8
69,112P04153,112P04153,29.862205000000003,-95.4036,8
70,112+04154,112P04154,29.877184999999997,-95.40916,8
71,112P04154,112P04154,29.877184999999997,-95.40916,8
72,112+04155,112P04155,29.891740000000002,-95.412,8
73,112P04155,112P04155,29.891740000000002,-95.412,8
74,112+04156,112P04156,29.903879999999997,-95.41221999999999,8
75,112P04156,112P04156,29.903879999999997,-95.41221999999999,8
76,112+04158,112P04158,29.928845000000006,-95.41184,8
77,112P04158,112P04158,29.928845000000006,-95.41184,8
78,112+04159,112P04159,29.939115,-95.41381,8
79,112P04159,112P04159,29.939115,-95.41381,8
80,112+04160,112P04160,29.954715000000004,-95.41712,8
81,112P04160,112P04160,29.954715000000004,-95.41712,8
82,112+04161,112P04161,29.965635,-95.418955,8
83,112P04161,112P04161,29.965635,-95.418955,8
84,112+04162,112P04162,29.9784,-95.42159,8
85,112P04162,112P04162,29.9784,-95.42159,8
86,112+04163,112P04163,29.997465000000002,-95.42526,8
87,112P04163,112P04163,29.997465000000002,-95.42526,8
88,112+04164,112P04164,30.009490000000003,-95.42734,8
89,112P04164,112P04164,30.009490000000003,-95.42734,8
90,112+04165,112P04165,30.02385,-95.42843,8
91,112P04165,112P04165,30.02385,-95.42843,8
92,112+04166,112P04166,30.045485,-95.430695,8
93,112P04166,112P04166,30.045485,-95.430695,8
94,112+04167,112P04167,30.058515000000003,-95.43282,8
95,112P04167,112P04167,30.058515000000003,-95.43282,8
96,112+04168,112P04168,30.067255000000007,-95.43446,8
97,112P04168,112P04168,30.067255000000007,-95.43446,8
98,112+04169,112P04169,30.075384999999997,-95.435985,8
99,112P04169,112P04169,30.075384999999997,-95.435985,8
100,112+04184,112P04184,29.78521,-95.788485,8
101,112P04184,112P04184,29.78521,-95.788485,8
102,112+04185,112P04185,29.785104999999998,-95.763815,8
103,112P04185,112P04185,29.785104999999998,-95.763815,8
104,112+04186,112P04186,29.785059999999998,-95.72269,8
105,112P04186,112P04186,29.785059999999998,-95.72269,8
106,112+04187,112P04187,29.784855,-95.69787,8
107,112P04187,112P04187,29.784855,-95.69787,8
108,112+04188,112P04188,29.784745,-95.67739,8
109,112P04188,112P04188,29.784745,-95.67739,8
110,112+04189,112P04189,29.78469,-95.65570500000001,8
111,112P04189,112P04189,29.78469,-95.65570500000001,8
112,112+04190,112P04190,29.78461,-95.631435,8
113,112P04190,112P04190,29.78461,-95.631435,8
114,112+04191,112P04191,29.784584999999996,-95.61274,8
115,112P04191,112P04191,29.784584999999996,-95.61274,8
116,112+04192,112P04192,29.784525,-95.599235,8
117,112P04192,112P04192,29.784525,-95.599235,8
118,112+04193,112P04193,29.784435,-95.58342,8
119,112P04193,112P04193,29.784435,-95.58342,8
120,112+04194,112P04194,29.784345000000002,-95.56924000000001,8
121,112P04194,112P04194,29.784345000000002,-95.56924000000001,8
122,112+04195,112P04195,29.78428,-95.553345,8
123,112P04195,112P04195,29.78428,-95.553345,8
124,112+04196,112P04196,29.784205,-95.537925,8
125,112P04196,112P04196,29.784205,-95.537925,8
126,112+04197,112P04197,29.784144999999995,-95.52651999999999,8
127,112P04197,112P04197,29.784144999999995,-95.52651999999999,8
128,112+04198,112P04198,29.784125,-95.51771,8
129,112P04198,112P04198,29.784125,-95.51771,8
130,112+04199,112P04199,29.783825,-95.48981500000001,8
131,112P04199,112P04199,29.783825,-95.48981500000001,8
132,112+04200,112P04200,29.783695,-95.473035,8
133,112P04200,112P04200,29.783695,-95.473035,8
134,112+04201,112P04201,29.781365,-95.45839,1
135,112P04201,112P04201,29.781365,-95.45839,1
136,112+04202,112P04202,29.777990000000003,-95.43729,1
137,112P04202,112P04202,29.777990000000003,-95.43729,1
138,112+04204,112P04204,29.7769,-95.40566,11
139,112P04204,112P04204,29.7769,-95.40566,11
140,112+04205,112P04205,29.776495,-95.395045,11
141,112P04205,112P04205,29.776495,-95.395045,11
142,112+04206,112P04206,29.777515,-95.384565,11
143,112P04206,112P04206,29.777515,-95.384565,11
144,112+04207,112P04207,29.772920000000003,-95.370255,11
145,112P04207,112P04207,29.772920000000003,-95.370255,11
146,112+04208,112P04208,29.76851,-95.35713,11
147,112P04208,112P04208,29.76851,-95.35713,11
148,112+04209,112P04209,29.76928,-95.34519,11
149,112P04209,112P04209,29.76928,-95.34519,11
150,112+04210,112P04210,29.769890000000004,-95.334495,11
151,112P04210,112P04210,29.769890000000004,-95.334495,11
152,112+04211,112P04211,29.772370000000002,-95.327155,11
153,112P04211,112P04211,29.772370000000002,-95.327155,11
154,112+04212,112P04212,29.774045,-95.317655,11
155,112P04212,112P04212,29.774045,-95.317655,11
156,112+04213,112P04213,29.774825,-95.304815,11
157,112P04213,112P04213,29.774825,-95.304815,11
158,112+04214,112P04214,29.776665,-95.29298,11
159,112P04214,112P04214,29.776665,-95.29298,11
160,112+04215,112P04215,29.7779,-95.28437,10
161,112P04215,112P04215,29.7779,-95.28437,10
162,112+04216,112P04216,29.77737,-95.27609,10
163,112P04216,112P04216,29.77737,-95.27609,10
164,112+04217,112P04217,29.775375,-95.26314,10
165,112P04217,112P04217,29.775375,-95.26314,10
166,112+04218,112P04218,29.773815000000003,-95.245515,8
167,112P04218,112P04218,29.773815000000003,-95.245515,8
168,112+04219,112P04219,29.771975,-95.226885,8
169,112P04219,112P04219,29.771975,-95.226885,8
170,112+04220,112P04220,29.770854999999997,-95.2089,8
171,112P04220,112P04220,29.770854999999997,-95.2089,8
172,112+04221,112P04221,29.770940000000003,-95.190595,8
173,112P04221,112P04221,29.770940000000003,-95.190595,8
174,112+04222,112P04222,29.77052,-95.176805,8
175,112P04222,112P04222,29.77052,-95.176805,8
176,112+04223,112P04223,29.772,-95.15831999999999,8
177,112P04223,112P04223,29.772,-95.15831999999999,8
178,112+04224,112P04224,29.775245,-95.135805,8
179,112P04224,112P04224,29.775245,-95.135805,8
180,112+04225,112P04225,29.780665000000006,-95.118415,8
181,112P04225,112P04225,29.780665000000006,-95.118415,8
182,112+04226,112P04226,29.787490000000005,-95.097535,8
183,112P04226,112P04226,29.787490000000005,-95.097535,8
184,112+04227,112P04227,29.792215,-95.08104,8
185,112P04227,112P04227,29.792215,-95.08104,8
186,112+04228,112P04228,29.792615,-95.061695,8
187,112P04228,112P04228,29.792615,-95.061695,8
188,112+04250,112P04250,29.671184999999998,-95.54682,11
189,112P04250,112P04250,29.671184999999998,-95.54682,11
190,112+04251,112P04251,29.68385,-95.53444,11
191,112P04251,112P04251,29.68385,-95.53444,11
192,112+04252,112P04252,29.69808,-95.52004000000001,11
193,112P04252,112P04252,29.69808,-95.52004000000001,11
194,112+04253,112P04253,29.71048,-95.50601999999999,11
195,112P04253,112P04253,29.71048,-95.50601999999999,11
196,112+04254,112P04254,29.725609999999996,-95.48422,11
197,112P04254,112P04254,29.725609999999996,-95.48422,11
198,112+04255,112P04255,29.725715,-95.476665,11
199,112P04255,112P04255,29.725715,-95.476665,11
200,112+04256,112P04256,29.727815000000003,-95.463655,11
201,112P04256,112P04256,29.727815000000003,-95.463655,11
202,112+04257,112P04257,29.729879999999998,-95.452145,6
203,112P04257,112P04257,29.729879999999998,-95.452145,6
204,112+04258,112P04258,29.729315000000003,-95.445365,10
205,112P04258,112P04258,29.729315000000003,-95.445365,10
206,112+04259,112P04259,29.729129999999998,-95.4355,10
207,112P04259,112P04259,29.729129999999998,-95.4355,10
208,112+04260,112P04260,29.72999,-95.424345,11
209,112P04260,112P04260,29.72999,-95.424345,11
210,112+04261,112P04261,29.730690000000003,-95.410765,11
211,112P04261,112P04261,29.730690000000003,-95.410765,11
212,112+04262,112P04262,29.73221,-95.384135,4
213,112P04262,112P04262,29.73221,-95.384135,4
214,112+04263,112P04263,29.734225,-95.373975,4
215,112P04263,112P04263,29.734225,-95.373975,4
216,112+04264,112P04264,29.743175,-95.363255,11
217,112P04264,112P04264,29.743175,-95.363255,11
218,112+04265,112P04265,29.758770000000002,-95.35172,2
219,112P04265,112P04265,29.758770000000002,-95.35172,2
220,112+04266,112P04266,29.772105,-95.34281,2
221,112P04266,112P04266,29.772105,-95.34281,2
222,112+04267,112P04267,29.77868,-95.33979000000001,2
223,112P04267,112P04267,29.77868,-95.33979000000001,2
224,112+04268,112P04268,29.78368,-95.33969,2
225,112P04268,112P04268,29.78368,-95.33969,2
226,112+04269,112P04269,29.792320000000004,-95.339635,5
227,112P04269,112P04269,29.792320000000004,-95.339635,5
228,112+04270,112P04270,29.799035000000003,-95.33963,5
229,112P04270,112P04270,29.799035000000003,-95.33963,5
230,112+04271,112P04271,29.8065,-95.33734,5
231,112P04271,112P04271,29.8065,-95.33734,5
232,112+04272,112P04272,29.820809999999998,-95.335015,5
233,112P04272,112P04272,29.820809999999998,-95.335015,5
234,112+04273,112P04273,29.834015,-95.33412,5
235,112P04273,112P04273,29.834015,-95.33412,5
236,112+04274,112P04274,29.844534999999997,-95.333315,5
237,112P04274,112P04274,29.844534999999997,-95.333315,5
238,112+04275,112P04275,29.854359999999996,-95.333355,5
239,112P04275,112P04275,29.854359999999996,-95.333355,5
240,112+04276,112P04276,29.864645,-95.33143,5
241,112P04276,112P04276,29.864645,-95.33143,5
242,112+04282,112P04282,29.930325,-95.30011,10
243,112P04282,112P04282,29.930325,-95.30011,10
244,112+04283,112P04283,29.9432,-95.29414,10
245,112P04283,112P04283,29.9432,-95.29414,10
246,112+04284,112P04284,29.954954999999998,-95.288935,10
247,112P04284,112P04284,29.954954999999998,-95.288935,10
248,112+04285,112P04285,29.967229999999997,-95.28349,10
249,112P04285,112P04285,29.967229999999997,-95.28349,10
250,112+04286,112P04286,29.982745,-95.27687,10
251,112P04286,112P04286,29.982745,-95.27687,10
252,112+04289,112P04289,30.033209999999997,-95.256745,10
253,112P04289,112P04289,30.033209999999997,-95.256745,10
254,112+04291,112P04291,29.71687,-95.26605,8
255,112P04291,112P04291,29.71687,-95.26605,8
256,112+04292,112P04292,29.727659999999997,-95.26586,8
257,112P04292,112P04292,29.727659999999997,-95.26586,8
258,112+04293,112P04293,29.738240000000005,-95.265235,8
259,112P04293,112P04293,29.738240000000005,-95.265235,8
260,112+04294,112P04294,29.745785,-95.26481,8
261,112P04294,112P04294,29.745785,-95.26481,8
262,112+04295,112P04295,29.759675,-95.264995,8
263,112P04295,112P04295,29.759675,-95.264995,8
264,112+04296,112P04296,29.775550000000006,-95.264345,8
265,112P04296,112P04296,29.775550000000006,-95.264345,8
266,112+04297,112P04297,29.786620000000003,-95.265655,8
267,112P04297,112P04297,29.786620000000003,-95.265655,8
268,112+04298,112P04298,29.79634,-95.272605,8
269,112P04298,112P04298,29.79634,-95.272605,8
270,112+04299,112P04299,29.684220000000003,-95.454335,8
271,112P04299,112P04299,29.684220000000003,-95.454335,8
272,112+04300,112P04300,29.693925,-95.45917,8
273,112P04300,112P04300,29.693925,-95.45917,8
274,112+04304,112P04304,29.72969,-95.46002,8
275,112P04304,112P04304,29.72969,-95.46002,8
276,112+04305,112P04305,29.738525,-95.45878,8
277,112P04305,112P04305,29.738525,-95.45878,8
278,112+04306,112P04306,29.746109999999998,-95.45702,8
279,112P04306,112P04306,29.746109999999998,-95.45702,8
280,112+04307,112P04307,29.753425,-95.45592,8
281,112P04307,112P04307,29.753425,-95.45592,8
282,112+04308,112P04308,29.76152,-95.4559,8
283,112P04308,112P04308,29.76152,-95.4559,8
284,112+04309,112P04309,29.77127,-95.456025,1
285,112P04309,112P04309,29.77127,-95.456025,1
286,112+04310,112P04310,29.783385,-95.454155,1
287,112P04310,112P04310,29.783385,-95.454155,1
288,112+04311,112P04311,29.792795,-95.45172,1
289,112P04311,112P04311,29.792795,-95.45172,1
290,112+04314,112P04314,29.802004999999998,-95.279025,8
291,112P04314,112P04314,29.802004999999998,-95.279025,8
292,112+04315,112P04315,29.80375,-95.283935,8
293,112P04315,112P04315,29.80375,-95.283935,8
294,112+04316,112P04316,29.804465000000004,-95.29101,8
295,112P04316,112P04316,29.804465000000004,-95.29101,8
296,112+04317,112P04317,29.807035,-95.300875,8
297,112P04317,112P04317,29.807035,-95.300875,8
298,112+04318,112P04318,29.809515,-95.31421,8
299,112P04318,112P04318,29.809515,-95.31421,8
300,112+04319,112P04319,29.80896,-95.325615,8
301,112P04319,112P04319,29.80896,-95.325615,8
302,112+04320,112P04320,29.809075,-95.33541,8
303,112P04320,112P04320,29.809075,-95.33541,8
304,112+04321,112P04321,29.81188,-95.34911,8
305,112P04321,112P04321,29.81188,-95.34911,8
306,112+04322,112P04322,29.814059999999998,-95.36163,8
307,112P04322,112P04322,29.814059999999998,-95.36163,8
308,112+04323,112P04323,29.814085,-95.373,8
309,112P04323,112P04323,29.814085,-95.373,8
310,112+04325,112P04325,29.813845,-95.39041999999999,8
311,112P04325,112P04325,29.813845,-95.39041999999999,8
312,112+04326,112P04326,29.813265,-95.401525,8
313,112P04326,112P04326,29.813265,-95.401525,8
314,112+04327,112P04327,29.812925,-95.411545,8
315,112P04327,112P04327,29.812925,-95.411545,8
316,112+04328,112P04328,29.812359999999998,-95.42495500000001,1
317,112P04328,112P04328,29.812359999999998,-95.42495500000001,1
318,112+04329,112P04329,29.809054999999997,-95.440055,1
319,112P04329,112P04329,29.809054999999997,-95.440055,1
320,112+04330,112P04330,29.800925,-95.44843,1
321,112P04330,112P04330,29.800925,-95.44843,1
322,112+04332,112P04332,29.679184999999997,-95.4471,8
323,112P04332,112P04332,29.679184999999997,-95.4471,8
324,112+04333,112P04333,29.67836,-95.436115,8
325,112P04333,112P04333,29.67836,-95.436115,8
326,112+04334,112P04334,29.67743,-95.4261,8
327,112+04335,112P04335,29.677590000000002,-95.41850500000001,8
328,112P04335,112P04335,29.677590000000002,-95.41850500000001,8
329,112+04336,112P04336,29.679070000000007,-95.40289,8
330,112P04336,112P04336,29.679070000000007,-95.40289,8
331,112+04337,112P04337,29.680515000000003,-95.382775,8
332,112P04337,112P04337,29.680515000000003,-95.382775,8
333,112+04338,112P04338,29.68066,-95.36815,8
334,112P04338,112P04338,29.68066,-95.36815,8
335,112+04339,112P04339,29.680670000000003,-95.359965,8
336,112P04339,112P04339,29.680670000000003,-95.359965,8
337,112+04340,112P04340,29.682540000000003,-95.35031,8
338,112P04340,112P04340,29.682540000000003,-95.35031,8
339,112+04341,112P04341,29.687140000000003,-95.33721,8
340,112P04341,112P04341,29.687140000000003,-95.33721,8
341,112+04342,112P04342,29.693184999999996,-95.322505,8
342,112P04342,112P04342,29.693184999999996,-95.322505,8
343,112+04343,112P04343,29.696334999999998,-95.31014,8
344,112P04343,112P04343,29.696334999999998,-95.31014,8
345,112+04344,112P04344,29.695845000000002,-95.29975,3
346,112P04344,112P04344,29.695845000000002,-95.29975,3
347,112+04345,112P04345,29.69715,-95.28905999999999,3
348,112P04345,112P04345,29.69715,-95.28905999999999,3
349,112+04346,112P04346,29.701525,-95.27944,3
350,112P04346,112P04346,29.701525,-95.27944,3
351,112+04347,112P04347,29.708659999999995,-95.27074499999999,3
352,112P04347,112P04347,29.708659999999995,-95.27074499999999,3
353,112+04349,112P04349,29.80953,-95.45783,1
354,112P04349,112P04349,29.80953,-95.45783,1
355,112+04350,112P04350,29.81945,-95.468525,1
356,112P04350,112P04350,29.81945,-95.468525,1
357,112+04351,112P04351,29.82948,-95.479405,1
358,112P04351,112P04351,29.82948,-95.479405,1
359,112+04352,112P04352,29.83867,-95.490075,1
360,112P04352,112P04352,29.83867,-95.490075,1
361,112+04353,112P04353,29.8466,-95.50110500000001,10
362,112P04353,112P04353,29.8466,-95.50110500000001,10
363,112+04354,112P04354,29.851930000000007,-95.510565,10
364,112P04354,112P04354,29.851930000000007,-95.510565,10
365,112+04355,112P04355,29.858405000000005,-95.52241500000001,10
366,112P04355,112P04355,29.858405000000005,-95.52241500000001,10
367,112+04356,112P04356,29.86464,-95.535195,10
368,112P04356,112P04356,29.86464,-95.535195,10
369,112+04357,112P04357,29.8719,-95.55164,10
370,112P04357,112P04357,29.8719,-95.55164,10
371,112+04360,112P04360,29.903715000000002,-95.603005,10
372,112P04360,112P04360,29.903715000000002,-95.603005,10
373,112+04364,112P04364,29.95212,-95.67197,10
374,112P04364,112P04364,29.95212,-95.67197,10
375,112+04365,112P04365,29.966355,-95.689455,10
376,112P04365,112P04365,29.966355,-95.689455,10
377,112+04366,112P04366,29.974204999999998,-95.70224,10
378,112P04366,112P04366,29.974204999999998,-95.70224,10
379,112+04370,112P04370,30.045965,-95.870875,10
380,112P04370,112P04370,30.045965,-95.870875,10
381,112+04386,112P04386,29.708245,-95.22839,11
382,112P04386,112P04386,29.708245,-95.22839,11
383,112+04387,112P04387,29.706815000000002,-95.24033,3
384,112P04387,112P04387,29.706815000000002,-95.24033,3
385,112+04388,112P04388,29.70709,-95.25256999999999,3
386,112P04388,112P04388,29.70709,-95.25256999999999,3
387,112+04389,112P04389,29.7085,-95.260525,3
388,112P04389,112P04389,29.7085,-95.260525,3
389,112+04390,112P04390,29.711015000000003,-95.27021,3
390,112P04390,112P04390,29.711015000000003,-95.27021,3
391,112+04393,112P04393,29.612105000000003,-95.386635,11
392,112P04393,112P04393,29.612105000000003,-95.386635,11
393,112+04394,112P04394,29.6255,-95.38674,11
394,112P04394,112P04394,29.6255,-95.38674,11
395,112+04395,112P04395,29.64006,-95.38691,11
396,112P04395,112P04395,29.64006,-95.38691,11
397,112+04396,112P04396,29.655745000000003,-95.38632,11
398,112P04396,112P04396,29.655745000000003,-95.38632,11
399,112+04397,112P04397,29.667705,-95.383595,11
400,112P04397,112P04397,29.667705,-95.383595,11
401,112+04398,112P04398,29.679515,-95.38046,4
402,112P04398,112P04398,29.679515,-95.38046,4
403,112+04399,112P04399,29.688435,-95.37854499999999,4
404,112P04399,112P04399,29.688435,-95.37854499999999,4
405,112+04400,112P04400,29.694205,-95.37675,4
406,112P04400,112P04400,29.694205,-95.37675,4
407,112+04401,112P04401,29.70113,-95.375185,4
408,112P04401,112P04401,29.70113,-95.375185,4
409,112+04402,112P04402,29.710565000000003,-95.376475,4
410,112P04402,112P04402,29.710565000000003,-95.376475,4
411,112+04403,112P04403,29.72095,-95.37679,4
412,112P04403,112P04403,29.72095,-95.37679,4
413,112+04404,112P04404,29.730780000000006,-95.37207,4
414,112P04404,112P04404,29.730780000000006,-95.37207,4
415,112+04406,112P04406,29.839465,-95.159465,7
416,112P04406,112P04406,29.839465,-95.159465,7
417,112+04414,112P04414,29.93484,-95.52221,10
418,112P04414,112P04414,29.93484,-95.52221,10
419,112+04418,112P04418,29.938195,-95.443545,10
420,112P04418,112P04418,29.938195,-95.443545,10
421,112+04419,112P04419,29.939735,-95.41813499999999,5
422,112P04419,112P04419,29.939735,-95.41813499999999,5
423,112+04420,112P04420,29.940070000000002,-95.40384,11
424,112P04420,112P04420,29.940070000000002,-95.40384,11
425,112+04421,112P04421,29.939090000000004,-95.393035,11
426,112P04421,112P04421,29.939090000000004,-95.393035,11
427,112+04422,112P04422,29.938795000000002,-95.37351,5
428,112P04422,112P04422,29.938795000000002,-95.37351,5
429,112+04423,112P04423,29.938955,-95.357865,10
430,112P04423,112P04423,29.938955,-95.357865,10
431,112+04424,112P04424,29.939085,-95.337695,5
432,112P04424,112P04424,29.939085,-95.337695,5
433,112+04425,112P04425,29.93953,-95.31143,11
434,112P04425,112P04425,29.93953,-95.31143,11
435,112+04435,112P04435,29.7699,-95.15223,10
436,112P04435,112P04435,29.7699,-95.15223,10
437,112+04438,112P04438,29.82331,-95.169655,10
438,112P04438,112P04438,29.82331,-95.169655,10
439,112+04439,112P04439,29.608725,-95.20563,10
440,112P04439,112P04439,29.608725,-95.20563,10
441,112+04440,112P04440,29.620285,-95.18523499999999,10
442,112P04440,112P04440,29.620285,-95.18523499999999,10
443,112+04441,112P04441,29.62728,-95.17459,10
444,112P04441,112P04441,29.62728,-95.17459,10
445,112+04442,112P04442,29.636415000000003,-95.16462,10
446,112P04442,112P04442,29.636415000000003,-95.16462,10
447,112+04455,112P04455,29.600920000000002,-95.229565,11
448,112P04455,112P04455,29.600920000000002,-95.229565,11
449,112+04456,112P04456,29.600565000000003,-95.25103,10
450,112P04456,112P04456,29.600565000000003,-95.25103,10
451,112+04457,112P04457,29.600355,-95.277445,10
452,112P04457,112P04457,29.600355,-95.277445,10
453,112+04458,112P04458,29.600345,-95.303605,10
454,112P04458,112P04458,29.600345,-95.303605,10
455,112+04459,112P04459,29.600334999999998,-95.318815,10
456,112P04459,112P04459,29.600334999999998,-95.318815,10
457,112+04460,112P04460,29.60027,-95.32721,10
458,112P04460,112P04460,29.60027,-95.32721,10
459,112+04461,112P04461,29.600235,-95.3334,10
460,112P04461,112P04461,29.600235,-95.3334,10
461,112+04462,112P04462,29.599155000000003,-95.349645,10
462,112P04462,112P04462,29.599155000000003,-95.349645,10
463,112+04467,112P04467,29.598505,-95.45302,10
464,112P04467,112P04467,29.598505,-95.45302,10
465,112+04468,112P04468,29.604395,-95.47366,10
466,112P04468,112P04468,29.604395,-95.47366,10
467,112+04469,112P04469,29.612975,-95.491765,10
468,112P04469,112P04469,29.612975,-95.491765,10
469,112+04470,112P04470,29.61908,-95.504645,10
470,112P04470,112P04470,29.61908,-95.504645,10
471,112+04471,112P04471,29.624650000000006,-95.5144,10
472,112P04471,112P04471,29.624650000000006,-95.5144,10
473,112+04473,112P04473,29.639925,-95.53393,11
474,112P04473,112P04473,29.639925,-95.53393,11
475,112+04474,112P04474,29.648525,-95.54412,11
476,112P04474,112P04474,29.648525,-95.54412,11
477,112+04475,112P04475,29.66156,-95.55468,11
478,112P04475,112P04475,29.66156,-95.55468,11
479,112+04483,112P04483,29.671075,-95.560235,11
480,112+04484,112P04484,29.673175,-95.560265,11
481,112+04485,112P04485,29.68451,-95.55863000000001,11
482,112P04485,112P04485,29.68451,-95.55863000000001,11
483,112+04486,112P04486,29.702275,-95.55713,11
484,112P04486,112P04486,29.702275,-95.55713,11
485,112+04487,112P04487,29.718325,-95.557325,11
486,112P04487,112P04487,29.718325,-95.557325,11
487,112+04488,112P04488,29.731785,-95.55747,11
488,112P04488,112P04488,29.731785,-95.55747,11
489,112+04489,112P04489,29.740920000000003,-95.55759499999999,11
490,112P04489,112P04489,29.740920000000003,-95.55759499999999,11
491,112+04490,112P04490,29.74833,-95.55768,11
492,112P04490,112P04490,29.74833,-95.55768,11
493,112+04491,112P04491,29.75373,-95.55769000000001,11
494,112P04491,112P04491,29.75373,-95.55769000000001,11
495,112+04493,112P04493,29.76477,-95.560025,9
496,112P04493,112P04493,29.76477,-95.560025,9
497,112+04494,112P04494,29.77914,-95.56259,9
498,112P04494,112P04494,29.77914,-95.56259,9
499,112+04495,112P04495,29.794575,-95.56325,9
500,112P04495,112P04495,29.794575,-95.56325,9
501,112+04496,112P04496,29.809165000000004,-95.563515,9
502,112P04496,112P04496,29.809165000000004,-95.563515,9
503,112+04497,112P04497,29.82889,-95.56366,11
504,112P04497,112P04497,29.82889,-95.56366,11
505,112+04498,112P04498,29.848045000000006,-95.56371999999999,11
506,112P04498,112P04498,29.848045000000006,-95.56371999999999,11
507,112+04499,112P04499,29.86256,-95.563705,11
508,112P04499,112P04499,29.86256,-95.563705,11
509,112+04500,112P04500,29.87298,-95.55635500000001,11
510,112P04500,112P04500,29.87298,-95.55635500000001,11
511,112+04505,112P04505,29.826259999999998,-95.3548,5
512,112P04505,112P04505,29.826259999999998,-95.3548,5
513,112+04506,112P04506,29.84364,-95.357915,5
514,112P04506,112P04506,29.84364,-95.357915,5
515,112+04507,112P04507,29.8611,-95.36228,5
516,112P04507,112P04507,29.8611,-95.36228,5
517,112+04508,112P04508,29.8741,-95.36553,10
518,112P04508,112P04508,29.8741,-95.36553,10
519,112+04509,112P04509,29.89413,-95.370535,10
520,112P04509,112P04509,29.89413,-95.370535,10
521,112+04511,112P04511,29.9391,-95.38125,10
522,112P04511,112P04511,29.9391,-95.38125,10
523,112+04512,112P04512,29.957970000000003,-95.38209,10
524,112P04512,112P04512,29.957970000000003,-95.38209,10
525,112+04519,112P04519,29.93665,-95.515665,7
526,112P04519,112P04519,29.93665,-95.515665,7
527,112+04520,112P04520,29.949084999999997,-95.53226,7
